movie_id,title,genres,release_date,runtime,popularity,imdb_rating
157336,Interstellar,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",05-11-2014,169,32.213481,8.1
53182,300: Rise of an Empire,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",05-03-2014,102,12.904677,6.1
202141,Particle Fever,"[{'id': 99, 'name': 'Documentary'}]",14-06-2013,99,10.743115,7.1
97370,Under the Skin,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",14-03-2014,108,6.707974,6
100402,Captain America: The Winter Soldier,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",20-03-2014,136,18.717704,7.6
86834,Noah,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",20-03-2014,139,14.924487,5.5
102382,The Amazing Spider-Man 2,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",16-04-2014,142,26.23687,6.5
157353,Transcendence,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",16-04-2014,119,9.730176,5.9
193610,The Other Woman,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",16-04-2014,109,9.389354,6.2
258476,"A Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times","[{'id': 99, 'name': 'Documentary'}]",07-03-2014,75,0.046415,0
240832,Lucy,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",14-07-2014,89,36.447603,6.3
127585,X-Men: Days of Future Past,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",15-05-2014,131,26.058586,7.5
124905,Godzilla,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",14-05-2014,123,14.019239,6.1
212778,Chef,"[{'id': 35, 'name': 'Comedy'}]",08-05-2014,114,8.720309,7.2
198277,Begin Again,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",07-09-2013,104,10.289628,7.3
137113,Edge of Tomorrow,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",27-05-2014,113,31.982986,7.6
177677,Mission: Impossible - Rogue Nation,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",23-07-2015,131,17.836882,7.1
187017,22 Jump Street,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",05-06-2014,112,10.901496,7
156022,The Equalizer,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",24-09-2014,132,17.618057,7.1
194662,Birdman,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",27-08-2014,119,18.193263,7.4
91314,Transformers: Age of Extinction,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",25-06-2014,165,18.495599,5.8
244786,Whiplash,"[{'id': 18, 'name': 'Drama'}]",10-10-2014,105,64.29999,8.3
210577,Gone Girl,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",01-10-2014,145,154.801009,7.9
119450,Dawn of the Planet of the Apes,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",26-06-2014,130,75.385211,7.3
225886,Sex Tape,"[{'id': 35, 'name': 'Comedy'}]",17-07-2014,97,27.470696,5.2
118340,Guardians of the Galaxy,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",30-07-2014,121,53.291601,7.9
157849,A Most Wanted Man,"[{'id': 53, 'name': 'Thriller'}]",25-07-2014,121,10.432407,6.5
76757,Jupiter Ascending,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",04-02-2015,124,21.463465,5.2
98566,Teenage Mutant Ninja Turtles,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",07-08-2014,101,22.337973,5.8
227156,The Giver,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",11-08-2014,94,12.472206,6.4
220289,Coherence,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",19-09-2013,89,6.851243,7.2
198663,The Maze Runner,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",10-09-2014,113,76.93789,7
267480,The Look of Silence,"[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]",30-08-2014,103,4.943726,8
245891,John Wick,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",22-10-2014,101,183.870374,7
289727,The Rewrite,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",15-06-2014,107,6.253843,5.8
242582,Nightcrawler,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",23-10-2014,117,21.277073,7.6
177572,Big Hero 6,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",24-10-2014,102,213.849907,7.8
264660,Ex Machina,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",21-01-2015,108,14.14078,7.6
87492,Foxcatcher,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",19-05-2014,134,8.10357,6.5
205596,The Imitation Game,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",14-11-2014,113,31.59594,8
171274,Inherent Vice,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",25-12-2014,148,13.52638,6.5
131631,The Hunger Games: Mockingjay - Part 1,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",18-11-2014,123,147.098006,6.6
265195,Wild Tales,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",21-08-2014,125,8.764888,7.7
266856,The Theory of Everything,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",26-11-2014,123,11.85302,7.8
135397,Jurassic World,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",09-06-2015,124,32.790475,6.5
293310,Citizenfour,"[{'id': 99, 'name': 'Documentary'}]",10-10-2014,114,6.584217,7.9
122917,The Hobbit: The Battle of the Five Armies,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",10-12-2014,144,31.718977,7.1
228967,The Interview,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",25-12-2014,112,14.526049,6.1
207703,Kingsman: The Secret Service,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",29-01-2015,130,28.224212,7.6
198184,Chappie,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",04-03-2015,120,30.206365,6.6
87101,Terminator Genisys,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",23-06-2015,126,30.188198,5.8
256876,Red Army,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",13-08-2014,76,3.898604,7.3
270303,It Follows,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",04-02-2015,100,20.359336,6.6
76341,Mad Max: Fury Road,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",13-05-2015,120,29.36178,7.3
140607,Star Wars: The Force Awakens,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",15-12-2015,136,31.626013,7.5
68735,Warcraft,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",25-05-2016,123,12.572718,6.3
99861,Avengers: Age of Ultron,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",22-04-2015,141,37.37942,7.3
102899,Ant-Man,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",14-07-2015,117,26.882388,7
166424,Fantastic Four,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",05-08-2015,100,17.246484,4.4
293660,Deadpool,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",09-02-2016,108,187.860492,7.4
271110,Captain America: Civil War,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",27-04-2016,147,145.882135,7.1
246655,X-Men: Apocalypse,"[{'id': 878, 'name': 'Science Fiction'}]",18-05-2016,144,28.712522,6.4
245706,True Story,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",17-04-2015,100,7.87202,6.2
273248,The Hateful Eight,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 37, 'name': 'Western'}]",25-12-2015,167,20.328822,7.6
241554,Run All Night,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",11-03-2015,114,16.838145,6.3
252512,While We're Young,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",03-04-2015,97,9.42755,5.8
262500,Insurgent,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",18-03-2015,119,27.887186,6.2
245703,Midnight Special,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",18-02-2016,112,12.682927,6.2
168259,Furious 7,"[{'id': 28, 'name': 'Action'}]",01-04-2015,137,27.275687,7.3
257091,Get Hard,"[{'id': 35, 'name': 'Comedy'}]",26-03-2015,100,8.178015,5.9
158852,Tomorrowland,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",19-05-2015,130,22.296076,6.2
293863,The Age of Adaline,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16-04-2015,112,10.542026,7.4
254128,San Andreas,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",27-05-2015,114,20.547925,6
250734,Far from the Madding Crowd,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",23-04-2015,119,7.832484,6.8
286217,The Martian,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",30-09-2015,141,25.62993,7.6
238713,Spy,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",06-05-2015,120,13.257467,6.9
271718,Trainwreck,"[{'id': 35, 'name': 'Comedy'}]",17-07-2015,125,17.310647,5.9
150540,Inside Out,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",09-06-2015,94,23.985587,7.9
131634,The Hunger Games: Mockingjay - Part 2,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",18-11-2015,137,26.628178,6.6
328111,The Secret Life of Pets,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",18-06-2016,87,11.01395,5.9
47933,Independence Day: Resurgence,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",22-06-2016,120,16.993841,4.9
188927,Star Trek Beyond,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",07-07-2016,122,20.659284,6.6
206647,Spectre,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",26-10-2015,148,24.926577,6.3
321697,Steve Jobs,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",09-10-2015,122,16.224866,6.8
209112,Batman v Superman: Dawn of Justice,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",23-03-2016,151,31.435879,5.7
331781,Amy,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",03-07-2015,128,11.12024,7.5
278927,The Jungle Book,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",07-04-2016,106,17.432758,6.7
203801,The Man from U.N.C.L.E.,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",13-08-2015,116,14.656875,7.1
281957,The Revenant,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",25-12-2015,156,23.501228,7.3
273481,Sicario,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",17-09-2015,121,19.511221,7.2
319067,Best of Enemies,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",31-07-2015,87,3.141893,7.2
291270,Anomalisa,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",30-12-2015,90,10.428421,6.9
257211,The Intern,"[{'id': 35, 'name': 'Comedy'}]",24-09-2015,121,15.651705,7.1
264644,Room,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",16-10-2015,117,12.443291,8.1
310131,The Witch,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",19-02-2016,92,11.840138,6.3
261392,American Ultra,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",19-08-2015,96,9.534828,6
274479,Joy,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",24-12-2015,124,12.975936,6.4
314365,Spotlight,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",06-11-2015,128,14.63239,7.8
245698,Pawn Sacrifice,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",16-09-2015,115,7.399209,6.7
296098,Bridge of Spies,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",15-10-2015,141,13.707888,7.2
321741,Concussion,"[{'id': 18, 'name': 'Drama'}]",12-11-2015,123,7.739783,7
227973,The Peanuts Movie,"[{'id': 16, 'name': 'Animation'}]",05-11-2015,88,12.338346,6.5
312221,Creed,"[{'id': 18, 'name': 'Drama'}]",25-11-2015,133,33.449723,7.3
318846,The Big Short,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",11-12-2015,130,13.143061,7.3
274167,Daddy's Home,"[{'id': 35, 'name': 'Comedy'}]",25-12-2015,96,8.009226,5.8
266294,Sisters,"[{'id': 35, 'name': 'Comedy'}]",18-12-2015,118,13.799419,5.8
140300,Kung Fu Panda 3,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",23-01-2016,95,14.696548,6.7
316000,Miles Ahead,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",20-03-2016,100,3.989771,6.7
333371,10 Cloverfield Lane,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",10-03-2016,103,14.421528,6.8
267860,London Has Fallen,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",02-03-2016,99,15.037993,5.8
269149,Zootopia,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",11-02-2016,108,26.024868,7.7
342521,Keanu,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",21-04-2016,94,7.942084,6
290595,The Huntsman: Winter's War,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",06-04-2016,114,17.260203,6
325133,Neighbors 2: Sorority Rising,"[{'id': 35, 'name': 'Comedy'}]",04-05-2016,91,9.914008,5.6
303858,Money Monster,"[{'id': 53, 'name': 'Thriller'}]",12-05-2016,98,11.953822,6.5
127380,Finding Dory,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",16-06-2016,97,14.477677,6.8
353069,Mother's Day,"[{'id': 35, 'name': 'Comedy'}]",28-04-2016,118,8.309565,5.8
290250,The Nice Guys,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",15-05-2016,116,16.075615,7
332567,The Shallows,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",24-06-2016,86,13.689175,6.2
291805,Now You See Me 2,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",02-06-2016,129,39.540653,6.7
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",01-06-2016,112,13.047776,5.8
341012,Popstar: Never Stop Never Stopping,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",03-06-2016,86,5.28542,6.6
259693,The Conjuring 2,"[{'id': 27, 'name': 'Horror'}]",13-05-2016,134,14.767317,7
328429,Approaching the Unknown,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",03-06-2016,90,4.957424,5.1
43074,Ghostbusters,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",14-07-2016,116,17.162744,5.3
302699,Central Intelligence,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",15-06-2016,107,11.374041,6.2
258489,The Legend of Tarzan,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",29-06-2016,109,45.38298,5.5
316727,The Purge: Election Year,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",29-06-2016,105,13.1789,6.1
316023,Mike and Dave Need Wedding Dates,"[{'id': 35, 'name': 'Comedy'}]",07-07-2016,98,12.237571,5.9
401387,Sunspring,"[{'id': 878, 'name': 'Science Fiction'}]",09-06-2016,9,1.124787,6.6
1587,What's Eating Gilbert Grape,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",17-12-1993,118,10.3919,7.5
12658,Someone Like You...,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",30-03-2001,97,5.298111,6
22617,Dinner Rush,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",01-09-2000,99,1.578282,7.1
902,The City of Lost Children,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",16-05-1995,108,9.822423,7.6
10149,Smoke,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",09-06-1995,112,5.552946,7.2
11382,Bullets Over Broadway,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",14-10-1994,98,5.72288,7
507,Killing Zoe,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",01-10-1993,96,4.948569,6.1
10440,Manhattan Murder Mystery,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",18-08-1993,104,8.939404,7.1
922,Dead Man,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 37, 'name': 'Western'}]",23-12-1995,121,6.505272,7.2
223,Rebecca,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",12-04-1940,130,8.590813,7.7
303,Notorious,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",15-08-1946,102,10.135111,7.8
1939,Laura,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",11-10-1944,88,9.884516,7.6
260,The 39 Steps,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",01-06-1935,86,5.865697,7.4
702,A Streetcar Named Desire,"[{'id': 18, 'name': 'Drama'}]",18-09-1951,125,7.301719,7.6
892,Delicatessen,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",17-04-1991,99,12.565447,7.4
1398,Stalker,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",16-04-1979,163,7.787515,7.8
490,The Seventh Seal,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",16-02-1957,96,6.47828,7.9
763,Braindead,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",13-08-1992,104,13.645568,7.4
379,Miller's Crossing,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",21-09-1990,115,7.495853,7.5
9964,Bad Taste,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",01-12-1987,91,7.409599,6.4
653,Nosferatu,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",15-03-1922,94,7.435873,7.7
17991,Tetsuo II: Body Hammer,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",01-01-1992,83,2.018292,5.6
10155,U Turn,"[{'id': 53, 'name': 'Thriller'}]",03-10-1997,125,7.923639,6.5
5910,Fireworks,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",03-09-1997,103,5.044722,7.6
678,Out of the Past,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",13-11-1947,97,5.34379,7.6
907,Doctor Zhivago,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",22-12-1965,197,8.489499,7.4
9314,Nineteen Eighty-Four,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",10-10-1984,113,11.513066,6.8
11336,The Dead Zone,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",21-10-1983,103,11.194448,6.9
10692,Henry: Portrait of a Serial Killer,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",24-09-1986,83,10.072668,6.8
31997,Saboteur,"[{'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",24-04-1942,108,4.911826,6.8
6552,Idle Hands,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",30-04-1999,92,6.851628,6.1
1090,The Thirteenth Floor,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",16-04-1999,100,9.356587,6.8
11779,Buena Vista Social Club,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",17-02-1999,105,11.619416,7.3
21430,New Rose Hotel,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",05-09-1998,93,10.255215,5
